,Country,Variable,Year,Unit,Value
6053,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,181.16
6054,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,196.99
6055,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,208.17
6056,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,190.53
6057,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,170.32
6058,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,172.8
6059,Northern Mariana Islands,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,181.35
6060,Guyana,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,430.85
6061,Guyana,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,409.64
6062,Guyana,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,400.15
6063,Guyana,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,421.94
6064,Guyana,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,419.05
6065,Guyana,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,428.61
6066,Guyana,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,448.23
6067,Guyana,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,465.16
6068,Guyana,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,480.72
6069,Guyana,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,475.95
6070,Guyana,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,495.05
6071,Guyana,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,493.84
6072,Guyana,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,494.16
6073,Guyana,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,482.91
6074,Guyana,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,475.96
6075,Guyana,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,467.4
6076,Guyana,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,459.92
6077,Guyana,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,470.14
6078,Guyana,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,479.96
6079,Guyana,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,480.75
6080,Guyana,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,493.88
6081,Guyana,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,500.2
6082,Guyana,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,517.98
6083,Guyana,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,528.07
6084,Guyana,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,548.83
6085,Guyana,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,552.86
6086,Guyana,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,547.11
6087,Guyana,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,538.75
6088,Guyana,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,534.16
6089,Guyana,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,525.34
6090,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,268.6
6091,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,287.26
6092,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,306.11
6093,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,322.69
6094,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,336.01
6095,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,338.36
6096,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,351.35
6097,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,362.01
6098,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,377.2
6099,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,384.4
6100,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,387.97
6101,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,377.41
6102,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,376.61
6103,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,374.36
6104,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,373.92
6105,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,372.02
6106,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,370.64
6107,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,375.05
6108,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,395.81
6109,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,414.31
6110,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,432.18
6111,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,457.21
6112,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,483.23
6113,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,507.69
6114,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,533.0
6115,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,542.48
6116,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,536.32
6117,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,534.95
6118,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,545.04
6119,Saint Vincent and the Grenadines,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,562.09
6120,San Marino,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,203.78
6121,San Marino,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,201.05
6122,San Marino,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,198.51
6123,San Marino,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,195.24
6124,San Marino,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,194.12
6125,San Marino,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,190.11
6126,San Marino,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,186.37
6127,San Marino,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,183.31
6128,San Marino,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,181.55
6129,San Marino,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,179.32
6130,San Marino,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,177.92
6131,San Marino,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,176.38
6132,San Marino,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,174.63
6133,San Marino,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,173.21
6134,San Marino,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,172.68
6135,San Marino,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,170.62
6136,San Marino,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,164.37
6137,San Marino,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,155.31
6138,San Marino,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,146.12
6139,San Marino,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,139.54
6140,San Marino,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,136.77
6141,San Marino,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,139.2
6142,San Marino,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,145.29
6143,San Marino,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,152.74
6144,San Marino,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,159.87
6145,San Marino,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,163.93
6146,San Marino,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,162.86
6147,San Marino,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,161.72
6148,San Marino,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,163.62
6149,San Marino,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,167.1
6150,Dominica,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,343.61
6151,Dominica,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,362.34
6152,Dominica,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,367.23
6153,Dominica,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,377.5
6154,Dominica,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,389.91
6155,Dominica,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,399.89
6156,Dominica,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,410.93
6157,Dominica,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,418.19
6158,Dominica,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,426.21
6159,Dominica,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,443.22
6160,Dominica,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,445.89
6161,Dominica,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,438.17
6162,Dominica,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,433.6
6163,Dominica,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,427.69
6164,Dominica,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,414.43
6165,Dominica,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,404.94
6166,Dominica,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,404.58
6167,Dominica,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,405.57
6168,Dominica,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,403.75
6169,Dominica,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,404.94
6170,Dominica,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,409.56
6171,Dominica,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,418.8
6172,Dominica,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,433.02
6173,Dominica,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,446.88
6174,Dominica,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,458.18
6175,Dominica,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,462.71
6176,Dominica,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,449.05
6177,Dominica,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,438.11
6178,Dominica,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,443.3
6179,Dominica,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,455.78
6180,South Sudan ,Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,159.18
6181,South Sudan ,Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,160.22
6182,South Sudan ,Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,163.14
6183,South Sudan ,Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,166.25
6184,South Sudan ,Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,169.04
6185,South Sudan ,Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,173.87
6186,South Sudan ,Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,169.5
6187,South Sudan ,Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,169.19
6188,South Sudan ,Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,171.87
6189,South Sudan ,Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,172.63
6190,South Sudan ,Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,170.47
6191,South Sudan ,Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,162.81
6192,South Sudan ,Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,156.95
6193,South Sudan ,Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,152.3
6194,South Sudan ,Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,149.38
6195,South Sudan ,Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,148.63
6196,South Sudan ,Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,146.74
6197,South Sudan ,Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,144.94
6198,South Sudan ,Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,143.96
6199,South Sudan ,Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,142.36
6200,South Sudan ,Mortality from exposure to ambient PM2.5,2010,Per 1 000 000 inhabitants,139.77
6201,South Sudan ,Mortality from exposure to ambient PM2.5,2011,Per 1 000 000 inhabitants,140.87
6202,South Sudan ,Mortality from exposure to ambient PM2.5,2012,Per 1 000 000 inhabitants,142.41
6203,South Sudan ,Mortality from exposure to ambient PM2.5,2013,Per 1 000 000 inhabitants,143.69
6204,South Sudan ,Mortality from exposure to ambient PM2.5,2014,Per 1 000 000 inhabitants,142.11
6205,South Sudan ,Mortality from exposure to ambient PM2.5,2015,Per 1 000 000 inhabitants,136.5
6206,South Sudan ,Mortality from exposure to ambient PM2.5,2016,Per 1 000 000 inhabitants,129.64
6207,South Sudan ,Mortality from exposure to ambient PM2.5,2017,Per 1 000 000 inhabitants,124.54
6208,South Sudan ,Mortality from exposure to ambient PM2.5,2018,Per 1 000 000 inhabitants,124.23
6209,South Sudan ,Mortality from exposure to ambient PM2.5,2019,Per 1 000 000 inhabitants,125.26
6210,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1990,Per 1 000 000 inhabitants,692.7
6211,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1991,Per 1 000 000 inhabitants,685.62
6212,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1992,Per 1 000 000 inhabitants,673.61
6213,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1993,Per 1 000 000 inhabitants,664.17
6214,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1994,Per 1 000 000 inhabitants,653.93
6215,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1995,Per 1 000 000 inhabitants,648.3
6216,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1996,Per 1 000 000 inhabitants,635.65
6217,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1997,Per 1 000 000 inhabitants,621.99
6218,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1998,Per 1 000 000 inhabitants,605.84
6219,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,1999,Per 1 000 000 inhabitants,590.47
6220,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2000,Per 1 000 000 inhabitants,568.43
6221,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2001,Per 1 000 000 inhabitants,553.06
6222,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2002,Per 1 000 000 inhabitants,541.15
6223,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2003,Per 1 000 000 inhabitants,530.07
6224,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2004,Per 1 000 000 inhabitants,507.47
6225,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2005,Per 1 000 000 inhabitants,499.66
6226,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2006,Per 1 000 000 inhabitants,491.41
6227,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2007,Per 1 000 000 inhabitants,489.48
6228,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2008,Per 1 000 000 inhabitants,487.41
6229,European Union – 27 countries (from 01/02/2020),Mortality from exposure to ambient PM2.5,2009,Per 1 000 000 inhabitants,485.4
